rooms,size,reconstructed,garage,balcony,new,location,price
3.0,70.0,1,0,1,1,Bratislava,269900.0
2.0,52.0,1,0,1,1,Kežmarok,125000.0
3.0,68.0,1,0,1,0,Trenčín,155000.0
5.0,92.0,1,0,0,1,Michalovce,142900.0
4.0,61.0,0,0,0,0,Trebišov,94700.0
3.0,81.0,0,0,1,0,Trebišov,75800.0
3.0,180.0,1,0,1,0,Lučenec,74400.0
2.0,65.0,1,0,0,0,Košice,189990.0
3.0,63.0,0,0,1,1,Košice,172800.0
4.0,82.0,1,0,1,0,Košice,193000.0
3.0,68.0,1,0,1,0,Košice,244900.0
11.0,72.0,1,0,1,1,Trnava,179900.0
4.0,88.0,1,1,0,0,Košice,299000.0
1.0,40.0,1,0,1,0,Banská Bystrica,162000.0
2.0,62.0,0,0,1,0,Vranov nad Topľou,59900.0
3.0,70.0,0,0,0,0,Brezno,75000.0
3.0,73.0,1,0,0,1,Senec,230000.0
3.0,65.0,1,0,1,0,Ilava,144890.0
4.0,103.0,1,0,0,0,Poprad,359000.0
5.0,81.0,1,0,1,1,Bratislava,579999.0
4.0,157.0,0,0,0,0,Bratislava,599999.0
3.0,63.0,1,0,1,1,Žiar nad Hronom,112990.0
3.0,70.0,1,0,1,0,Galanta,136500.0
3.0,68.0,0,0,1,0,Levice,70000.0
1.0,30.0,0,1,0,0,Bratislava,62000.0
2.0,97.0,0,0,0,0,Bratislava,285000.0
2.0,59.0,0,0,1,1,Košice,224900.0
3.0,64.0,1,0,1,0,Šaľa,105000.0
2.0,20.0,0,1,0,0,Košice,227000.0
4.0,30.0,0,1,1,1,Bratislava,769000.0
2.0,80.0,0,0,0,1,Košice,177000.0
4.0,86.0,0,0,0,1,Námestovo,365000.0
3.0,62.0,0,0,0,0,Námestovo,209000.0
2.0,51.0,0,0,1,0,Liptovský Mikuláš,259000.0
2.0,73.0,0,0,1,0,Liptovský Mikuláš,249000.0
3.0,72.0,1,0,1,0,Trenčín,160000.0
1.0,43.0,1,0,1,1,Poprad,119000.0
2.0,51.0,1,0,0,1,Malacky,145000.0
2.0,55.0,0,1,0,0,Banská Bystrica,225000.0
3.0,82.0,0,0,1,0,Nitra,302580.0
3.0,60.0,1,0,1,0,Spišská Nová Ves,110000.0
3.0,75.0,1,0,1,0,Trnava,179900.0
2.0,53.0,0,0,1,1,Komárno,134000.0
2.0,60.0,0,0,0,1,Komárno,124000.0
1.0,33.0,1,0,0,0,Komárno,56000.0
4.0,94.0,0,0,0,0,Vranov nad Topľou,111290.0
3.0,102.0,0,0,1,1,Martin,200000.0
1.0,50.0,1,0,1,1,Komárno,86000.0
3.0,75.0,1,0,1,0,Sobrance,123000.0
3.0,25.0,0,0,1,0,Senec,224990.0
2.0,50.0,1,1,1,1,Piešťany,143000.0
3.0,22.0,1,0,1,1,Trnava,166900.0
4.0,43.0,0,0,1,1,Senec,289990.0
1.0,37.0,0,0,0,0,Košice,159999.0
2.0,24.0,1,0,1,1,Trnava,125900.0
3.0,22.0,1,0,1,1,Trnava,166900.0
2.0,59.0,0,0,0,1,Malacky,176000.0
2.0,63.0,0,0,1,1,Trnava,124900.0
3.0,72.0,1,0,0,0,Humenné,105000.0
2.0,50.0,0,0,1,0,Hlohovec,109000.0
3.0,62.0,0,1,0,0,Nové Zámky,120000.0
2.0,80.0,1,0,1,1,Nové Zámky,168000.0
3.0,150.0,0,0,0,1,Komárno,99000.0
5.0,92.0,1,0,0,0,Bratislava,300000.0
2.0,60.0,1,0,0,0,Bánovce nad Bebravou,70000.0
2.0,51.0,1,0,1,1,Bratislava,280000.0
2.0,55.0,1,0,0,0,Humenné,88500.0
3.0,72.0,0,0,0,0,Čadca,110000.0
3.0,64.0,0,0,1,1,Hurbanovo,63600.0
2.0,50.0,1,0,1,0,Komárno,78000.0
3.0,70.0,0,1,1,0,Humenné,170000.0
3.0,22.0,0,1,1,1,Levice,57000.0
3.0,75.0,0,0,0,0,Bratislava,264900.0
2.0,24.0,0,0,1,0,Hlohovec,125000.0
2.0,24.0,0,0,1,0,Hlohovec,125000.0
1.0,45.0,1,0,1,1,Banská Bystrica,135000.0
3.0,30.0,1,0,1,1,Trenčín,140000.0
2.0,63.0,1,0,0,1,Bratislava,299000.0
3.0,35.0,1,1,1,1,Košice,189990.0
4.0,82.0,1,0,1,0,Košice,213000.0
2.0,55.0,0,0,1,1,Košice,178999.0
2.0,53.0,0,0,1,1,Hurbanovo,58000.0
2.0,47.0,1,0,1,0,Topoľčany,104990.0
3.0,26.0,1,0,1,0,Košice,239900.0
3.0,71.0,1,0,1,1,Čadca,150000.0
2.0,73.0,1,0,1,1,Nové Zámky,114000.0
3.0,23.0,1,0,0,1,Michalovce,102000.0
3.0,67.0,1,0,1,0,Košice,164900.0
1.0,48.0,1,0,0,0,Prešov,147000.0
3.0,87.0,0,1,1,1,Poprad,920990.0
3.0,68.0,1,0,1,1,Košice,209980.0
1.0,23.0,0,0,0,0,Košice,142500.0
3.0,80.0,1,0,0,0,Nitra,178000.0
3.0,73.0,1,0,1,1,Rožňava,92000.0
3.0,65.0,1,0,1,0,Snina,77500.0
3.0,73.0,0,0,0,0,Námestovo,195000.0
1.0,33.0,0,0,1,1,Martin,90000.0
2.0,24.0,0,0,1,0,Malacky,145000.0
1.0,36.0,0,0,0,0,Košice,135000.0
2.0,50.0,1,1,1,0,Piešťany,155000.0
2.0,54.0,0,0,1,0,Námestovo,155000.0
3.0,72.0,0,0,1,1,Kysucké Nové Mesto,154900.0
4.0,46.0,0,0,1,0,Žarnovica,149999.0
2.0,61.0,0,0,0,1,Ružomberok,168900.0
3.0,86.0,0,0,0,0,Trebišov,112500.0
2.0,55.0,0,0,1,0,Prievidza,89500.0
3.0,63.0,1,0,1,1,Martin,150000.0
2.0,67.0,1,0,1,1,Detva,76990.0
2.0,71.0,0,0,0,0,Humenné,69900.0
4.0,86.0,1,0,1,0,Prešov,184000.0
3.0,29.0,1,1,1,1,Piešťany,173990.0
1.0,38.0,1,0,0,0,Šaľa,79900.0
3.0,29.0,0,1,1,1,Piešťany,170500.0
3.0,80.0,0,1,1,1,Bratislava,440000.0
4.0,15.0,1,0,1,0,Trnava,299000.0
3.0,70.0,1,0,1,1,Prešov,180000.0
2.0,58.0,0,0,1,0,Trnava,159900.0
3.0,82.0,0,0,1,1,Prievidza,123000.0
3.0,77.0,0,1,0,1,Košice,392000.0
2.0,13.0,0,0,0,1,Bratislava,241999.0
2.0,90.0,0,0,1,1,Galanta,157500.0
1.0,42.0,0,0,1,1,Spišská Nová Ves,45200.0
2.0,53.0,1,0,1,0,Spišská Nová Ves,63000.0
3.0,65.0,1,0,1,0,Revúca,62500.0
3.0,68.0,1,1,0,0,Žarnovica,105000.0
2.0,56.0,1,0,0,0,Prievidza,88990.0
2.0,62.0,0,0,0,1,Krupina,93500.0
3.0,64.0,1,0,0,1,Šaľa,111111.0
3.0,70.0,1,0,1,0,Prievidza,109900.0
4.0,87.0,1,1,1,0,Trnava,174000.0
2.0,64.0,0,0,1,0,Trnava,154800.0
3.0,65.0,1,1,1,0,Trnava,168000.0
3.0,66.0,1,0,1,0,Považská Bystrica,102000.0
4.0,84.0,1,0,1,0,Bytča,165000.0
2.0,48.0,1,0,0,0,Považská Bystrica,108000.0
1.0,37.0,1,0,1,1,Partizánske,68000.0
5.0,92.0,1,0,1,1,Nové Mesto n.Váhom,228989.0
2.0,39.0,0,0,0,0,Skalica,137151.0
1.0,37.0,1,0,0,0,Senica,85000.0
1.0,46.0,1,0,1,1,Košice,154990.0
4.0,88.0,0,0,1,1,Humenné,95900.0
2.0,47.0,1,0,0,0,Nitra,155000.0
5.0,62.0,1,0,0,0,Nitra,179000.0
3.0,64.0,1,0,1,0,Prešov,143000.0
5.0,64.0,1,0,1,0,Prešov,143000.0
3.0,76.0,1,1,1,0,Košice,245000.0
3.0,71.0,1,0,1,0,Bytča,159000.0
2.0,36.0,1,0,0,1,Košice,183000.0
2.0,42.0,1,0,0,0,Košice,185000.0
2.0,58.0,1,1,1,1,Martin,117500.0
1.0,35.0,1,0,0,0,Lučenec,53000.0
3.0,101.0,1,0,0,1,Prešov,233000.0
2.0,59.0,1,0,0,0,Komárno,113000.0
3.0,65.0,0,0,1,0,Michalovce,139500.0
2.0,56.0,1,0,0,1,Zvolen,115000.0
2.0,65.0,1,1,1,1,Bratislava,224000.0
3.0,55.0,1,0,1,1,Trnava,178000.0
3.0,67.0,1,1,0,0,Komárno,105000.0
4.0,40.0,0,1,1,1,Bratislava,310000.0
2.0,47.0,1,0,1,0,Spišská Nová Ves,125000.0
2.0,62.0,1,0,1,1,Nové Mesto n.Váhom,109900.0
3.0,74.0,1,0,1,1,Komárno,115000.0
3.0,62.0,1,0,1,1,Nové Zámky,59000.0
3.0,63.0,1,0,1,0,Prievidza,78990.0
4.0,85.0,1,0,1,1,Nové Zámky,115000.0
3.0,82.0,1,0,1,0,Nitra,145000.0
2.0,53.0,1,0,1,0,Žilina,159000.0
3.0,120.0,1,0,1,1,Nitra,175000.0
4.0,82.0,1,0,1,0,Žarnovica,500092.0
2.0,44.0,1,0,1,1,Nové Zámky,96000.0
4.0,68.0,0,0,0,1,Banská Bystrica,169000.0
1.0,39.0,1,0,1,0,Ilava,82000.0
3.0,53.0,1,0,1,0,Nitra,180000.0
2.0,64.0,0,0,1,1,Lučenec,64000.0
2.0,52.0,1,0,1,0,Prešov,145000.0
3.0,65.0,0,0,1,0,Bratislava,219990.0
2.0,62.0,1,0,1,1,Trenčín,140000.0
1.0,35.0,1,0,1,0,Bratislava,139900.0
3.0,18.0,1,0,1,0,Zvolen,175000.0
3.0,65.0,1,0,1,0,Bratislava,244900.0
6.0,20.0,0,0,1,0,Žilina,273000.0
3.0,70.0,1,0,1,0,Bratislava,234000.0
2.0,53.0,0,0,1,0,Košice,142500.0
3.0,27.0,1,1,0,0,Krupina,121990.0
1.0,36.0,1,0,0,0,Poltár,32000.0
3.0,77.0,0,0,0,0,Bánovce nad Bebravou,68000.0
2.0,52.0,1,0,1,0,Nitra,149999.0
3.0,69.0,1,0,1,0,Lučenec,70000.0
4.0,42.0,0,0,1,1,Poprad,399000.0
3.0,60.0,1,0,0,1,Nové Zámky,108500.0
4.0,45.0,1,0,1,1,Michalovce,159990.0
3.0,180.0,0,1,1,0,Stará Ľubovňa,82000.0
4.0,89.0,1,0,1,0,Piešťany,155000.0
2.0,81.0,1,0,1,1,Žilina,168000.0
4.0,88.0,0,0,0,0,Myjava,88000.0
1.0,41.0,1,0,1,1,Poprad,110000.0
2.0,50.0,1,0,1,1,Lučenec,90000.0
3.0,70.0,1,0,0,0,Dunajská Streda,120000.0
2.0,55.0,1,0,0,0,Dunajská Streda,107000.0
3.0,75.0,0,0,1,1,Poprad,154900.0
5.0,69.0,0,1,0,1,Bratislava,278900.0
3.0,120.0,0,1,1,0,Bratislava,520000.0
3.0,70.0,0,0,0,0,Prešov,187570.0
1.0,49.0,1,0,1,1,Košice,177000.0
2.0,60.0,1,0,1,0,Čadca,124900.0
3.0,42.0,1,0,1,1,Martin,138500.0
2.0,53.0,1,0,1,0,Trnava,161000.0
2.0,57.0,1,0,0,1,Trenčín,154500.0
1.0,38.0,1,0,0,0,Ilava,85000.0
2.0,90.0,0,0,0,1,Poprad,198000.0
3.0,71.0,0,0,0,0,Banská Bystrica,155000.0
3.0,63.0,1,0,0,0,Levice,57990.0
1.0,22.0,1,0,0,0,Košice,165000.0
3.0,120.0,1,0,0,1,Prievidza,112500.0
1.0,40.0,1,0,1,1,Košice,164990.0
2.0,64.0,0,0,0,1,Bratislava,254000.0
3.0,48.0,1,0,1,0,Bratislava,349900.0
2.0,50.0,0,0,1,0,Lučenec,60990.0
2.0,53.0,1,0,1,1,Lučenec,65000.0
3.0,73.0,0,0,0,0,Komárno,137900.0
2.0,46.0,1,0,0,0,Bratislava,219500.0
2.0,67.0,1,0,1,0,Trenčín,115000.0
3.0,75.0,1,0,1,0,Ilava,130000.0
5.0,109.0,0,1,1,0,Prievidza,156900.0
2.0,62.0,1,0,0,1,Nitra,179000.0
2.0,76.0,0,0,1,1,Bratislava,264888.0
2.0,39.0,0,0,0,1,Trenčín,165000.0
3.0,68.0,0,0,1,0,Trenčín,129000.0
3.0,74.0,1,0,1,0,Rimavská Sobota,105000.0
2.0,53.0,1,0,0,0,Lučenec,49000.0
2.0,50.0,1,0,1,0,Skalica,91000.0
3.0,103.0,0,1,1,0,Považská Bystrica,189000.0
3.0,160.0,1,0,0,1,Trebišov,129000.0
3.0,74.0,1,0,0,0,Humenné,100000.0
1.0,37.0,1,0,1,0,Prievidza,59990.0
3.0,46.0,1,0,1,0,Poprad,140000.0
6.0,77.0,0,0,1,0,Stropkov,91000.0
2.0,55.0,1,0,0,0,Humenné,79900.0
1.0,51.0,1,0,0,0,Pezinok,129000.0
3.0,13.0,1,0,1,1,Revúca,59900.0
4.0,25.0,0,0,0,0,Bratislava,732000.0
3.0,69.0,1,0,1,0,Ilava,114900.0
3.0,57.0,1,0,0,0,Bratislava,320000.0
1.0,97.0,0,0,1,1,Bratislava,183000.0
3.0,89.0,1,0,1,1,Bratislava,355000.0
1.0,94.0,0,0,1,1,Bratislava,183000.0
2.0,57.0,0,0,0,0,Šaľa,84000.0
1.0,33.0,1,0,0,0,Šaľa,85000.0
2.0,63.0,1,0,0,1,Piešťany,179900.0
3.0,66.0,1,0,0,1,Piešťany,159000.0
2.0,42.0,0,0,1,0,Košice,168990.0
2.0,61.0,1,0,0,0,Banská Bystrica,95000.0
3.0,66.0,1,0,1,1,Rožňava,93999.0
1.0,58.0,0,1,1,1,Bratislava,174900.0
3.0,129.0,1,0,0,1,Senec,248000.0
1.0,35.0,0,0,1,1,Košice,133000.0
3.0,66.0,1,0,1,1,Bardejov,139980.0
1.0,58.0,1,0,1,1,Liptovský Mikuláš,115000.0
2.0,63.0,0,1,1,0,Bratislava,270000.0
1.0,38.0,1,0,0,0,Skalica,75000.0
3.0,61.0,1,0,1,0,Košice,195000.0
2.0,35.0,0,0,0,0,Liptovský Mikuláš,127000.0
2.0,84.0,0,0,0,1,Banská Bystrica,150000.0
3.0,70.0,1,1,1,1,Komárno,165000.0
5.0,61.0,1,0,1,1,Košice,210000.0
1.0,50.0,1,0,1,1,Žiar nad Hronom,65000.0
2.0,48.0,0,0,1,0,Piešťany,134000.0
2.0,23.0,0,0,1,1,Michalovce,106500.0
3.0,67.0,1,0,1,0,Senica,118000.0
3.0,70.0,1,0,0,1,Prievidza,79000.0
3.0,76.0,1,0,1,0,Detva,107900.0
1.0,32.0,0,0,0,0,Prešov,121000.0
3.0,74.0,1,0,1,0,Rožňava,95000.0
5.0,42.0,1,0,0,1,Košice,143000.0
2.0,26.0,0,1,1,0,Štúrovo,137400.0
3.0,49.0,0,1,1,1,Banská Bystrica,233200.0
3.0,11.0,0,0,0,0,Poprad,189929.0
3.0,98.0,0,0,1,0,Poprad,190457.0
2.0,47.0,0,0,0,0,Poprad,136889.0
2.0,21.0,0,0,1,0,Poprad,168854.0
2.0,22.0,0,0,0,0,Poprad,135813.0
2.0,52.0,1,0,1,0,Poprad,158568.0
2.0,75.0,0,0,1,0,Poprad,161954.0
4.0,88.0,0,0,1,0,Poprad,198122.0
3.0,89.0,1,0,1,0,Žilina,223925.0
4.0,103.0,0,0,0,0,Žilina,159950.0
4.0,82.0,0,0,1,1,Piešťany,152000.0
3.0,72.0,1,0,1,1,Nové Mesto n.Váhom,149999.0
1.0,54.0,1,1,1,1,Košice,205000.0
3.0,82.0,1,0,1,0,Banská Bystrica,140000.0
1.0,24.0,1,0,1,0,Krupina,39500.0
3.0,70.0,0,0,0,0,Senica,100000.0
4.0,78.0,1,0,1,0,Prievidza,140000.0
4.0,80.0,1,0,1,1,Trnava,229900.0
3.0,69.0,1,0,1,1,Martin,173000.0
2.0,93.0,1,0,1,1,Levice,135000.0
5.0,40.0,1,0,0,0,Revúca,55000.0
2.0,60.0,1,0,1,0,Žilina,170000.0
3.0,65.0,0,0,1,1,Spišská Nová Ves,112000.0
1.0,42.0,1,0,1,0,Trnava,134900.0
2.0,85.0,1,1,1,1,Bratislava,259990.0
3.0,65.0,0,0,1,1,Trebišov,89900.0
3.0,25.0,1,1,1,1,Bratislava,288990.0
3.0,45.0,1,1,1,1,Bratislava,275990.0
3.0,68.0,1,0,1,0,Lučenec,86500.0
5.0,60.0,1,0,1,1,Nové Zámky,96000.0
3.0,59.0,0,0,1,1,Galanta,119000.0
3.0,78.0,1,0,1,1,Bratislava,245000.0
3.0,65.0,0,0,1,0,Martin,99000.0
2.0,51.0,1,0,1,0,Košice,169000.0
2.0,51.0,1,0,0,1,Poprad,127000.0
3.0,75.0,0,1,1,1,Poprad,230000.0
3.0,75.0,0,1,1,1,Kežmarok,230000.0
3.0,120.0,0,1,0,0,Bratislava,659000.0
4.0,82.0,1,0,1,1,Trenčín,164990.0
4.0,113.0,1,0,0,1,Kysucké Nové Mesto,174900.0
3.0,75.0,0,0,1,1,Poprad,154900.0
3.0,80.0,1,1,0,1,Malacky,204990.0
3.0,23.0,0,1,1,1,Košice,335000.0
1.0,45.0,0,0,1,0,Detva,54900.0
3.0,25.0,0,0,1,1,Zvolen,277000.0
3.0,72.0,1,0,1,0,Košice,219990.0
3.0,82.0,1,0,1,1,Dunajská Streda,179000.0
3.0,25.0,1,0,1,0,Bratislava,289000.0
3.0,82.0,1,0,1,0,Bánovce nad Bebravou,119500.0
5.0,52.0,1,0,1,0,Ilava,124999.0
4.0,86.0,1,0,1,0,Detva,116900.0
2.0,50.0,1,0,1,1,Michalovce,127900.0
3.0,85.0,1,0,0,0,Turčianske Teplice,149850.0
5.0,51.0,0,0,0,0,Kežmarok,92999.0
3.0,65.0,1,0,1,1,Kežmarok,125999.0
2.0,85.0,0,0,1,0,Žarnovica,59900.0
2.0,48.0,1,0,1,0,Prievidza,53300.0
4.0,97.0,0,0,0,1,Bardejov,197990.0
3.0,69.0,1,0,0,0,Bratislava,239000.0
3.0,73.0,0,0,1,0,Veľký Krtíš,90000.0
2.0,50.0,0,0,0,0,Levice,63000.0
1.0,14.0,1,0,1,0,Prievidza,65000.0
3.0,69.0,0,0,1,0,Bratislava,120000.0
5.0,84.0,1,0,1,0,Prievidza,109900.0
4.0,63.0,1,0,1,1,Bratislava,249900.0
2.0,48.0,1,0,1,0,Skalica,94500.0
5.0,125.0,0,0,0,0,Lučenec,139000.0
1.0,36.0,1,0,0,1,Banská Bystrica,125000.0
3.0,82.0,1,1,1,1,Senica,135000.0
3.0,64.0,1,0,1,1,Senica,113000.0
4.0,88.0,1,0,1,0,Skalica,144000.0
3.0,75.0,0,0,1,1,Banská Bystrica,185000.0
2.0,49.0,1,0,1,0,Senica,82500.0
2.0,54.0,0,0,1,0,Prešov,150000.0
1.0,39.0,1,0,1,0,Ilava,82000.0
3.0,17.0,0,1,1,1,Poprad,337800.0
1.0,40.0,1,0,0,0,Liptovský Mikuláš,94000.0
3.0,73.0,0,0,1,1,Ružomberok,199900.0
2.0,61.0,0,0,0,1,Ružomberok,168700.0
2.0,61.0,0,0,0,1,Ružomberok,168700.0
2.0,56.0,1,0,0,0,Zvolen,103000.0
1.0,40.0,1,0,0,0,Martin,149000.0
2.0,34.0,1,0,1,1,Liptovský Mikuláš,95000.0
3.0,68.0,0,1,1,0,Skalica,98000.0
3.0,119.0,0,0,1,1,Bratislava,350000.0
3.0,64.0,1,0,1,1,Malacky,163000.0
2.0,66.0,1,0,1,0,Skalica,100000.0
3.0,72.0,0,0,1,1,Šaľa,143000.0
5.0,135.0,0,0,0,0,Komárno,178000.0
3.0,76.0,1,0,0,1,Malacky,188800.0
3.0,83.0,1,1,1,0,Košice,319000.0
2.0,60.0,1,0,1,0,Prešov,128000.0
2.0,19.0,0,1,1,1,Dunajská Streda,139990.0
3.0,73.0,1,0,1,0,Nitra,158000.0
2.0,72.0,1,0,1,1,Senec,169900.0
3.0,82.0,1,0,1,0,Prievidza,119500.0
3.0,76.0,1,0,1,0,Topoľčany,134000.0
2.0,62.0,1,0,1,1,Topoľčany,103000.0
1.0,33.0,0,0,0,0,Považská Bystrica,70000.0
2.0,61.0,1,0,0,0,Trenčín,149990.0
3.0,77.0,1,0,1,0,Nové Zámky,123800.0
1.0,18.0,1,0,1,0,Nové Zámky,80000.0
1.0,40.0,0,0,1,0,Nové Zámky,94990.0
3.0,69.0,1,0,1,1,Levice,115000.0
3.0,19.0,0,0,0,1,Trnava,308000.0
4.0,84.0,1,0,1,0,Zvolen,166600.0
3.0,68.0,1,0,1,1,Trenčín,162000.0
2.0,130.0,1,0,0,1,Bratislava,184900.0
3.0,78.0,1,1,1,1,Galanta,169000.0
4.0,73.0,1,0,1,0,Malacky,194000.0
3.0,80.0,0,0,1,0,Galanta,153990.0
3.0,68.0,1,0,1,1,Košice,214900.0
5.0,58.0,1,0,0,0,Bánovce nad Bebravou,89900.0
2.0,90.0,0,0,0,1,Malacky,164000.0
2.0,47.0,1,0,1,1,Spišská Nová Ves,127900.0
1.0,34.0,1,0,1,1,Poprad,107900.0
3.0,97.0,0,1,1,1,Spišská Nová Ves,208000.0
3.0,77.0,1,0,1,0,Košice,239990.0
3.0,77.0,1,0,1,0,Zvolen,155500.0
2.0,74.0,0,0,1,1,Banská Štiavnica,174900.0
2.0,49.0,1,0,0,0,Bratislava,205000.0
2.0,58.0,1,0,1,0,Skalica,88000.0
4.0,78.0,1,0,1,0,Piešťany,152900.0
3.0,77.0,1,0,1,0,Bratislava,240000.0
3.0,86.0,0,0,1,0,Šaľa,96000.0
1.0,30.0,1,0,0,0,Komárno,75900.0
2.0,61.0,1,0,1,1,Nitra,164000.0
3.0,64.0,0,0,1,1,Šaľa,111111.0
2.0,53.0,1,0,1,0,Michalovce,93000.0
3.0,81.0,1,0,1,0,Ilava,115000.0
3.0,65.0,1,0,1,0,Martin,135000.0
3.0,44.0,1,0,1,1,Galanta,172000.0
2.0,50.0,1,0,1,0,Trnava,157000.0
3.0,76.0,1,0,1,1,Sabinov,124900.0
3.0,79.0,1,0,1,0,Trnava,189900.0
3.0,71.0,1,0,1,1,Košice,213000.0
3.0,83.0,1,0,0,1,Šaľa,117000.0
1.0,50.0,1,0,1,1,Šaľa,116000.0
3.0,63.0,1,0,0,1,Košice,157997.0
3.0,62.0,1,0,1,0,Poprad,160000.0
4.0,71.0,1,0,1,0,Trebišov,110000.0
2.0,120.0,0,0,0,0,Liptovský Mikuláš,75000.0
2.0,54.0,1,0,0,1,Prievidza,74900.0
5.0,62.0,1,0,0,0,Šaľa,125000.0
1.0,14.0,1,0,0,1,Dolný Kubín,67490.0
2.0,43.0,0,0,0,0,Kežmarok,99000.0
2.0,54.0,0,0,0,1,Košice,180000.0
1.0,62.0,1,0,1,0,Veľký Krtíš,75000.0
3.0,77.0,0,0,1,1,Krupina,113300.0
3.0,66.0,1,0,1,0,Spišská Nová Ves,124000.0
3.0,70.0,1,0,1,1,Košice,238800.0
2.0,69.0,0,0,0,0,Prievidza,55000.0
2.0,51.0,1,0,0,1,Trenčín,137700.0
4.0,100.0,1,0,1,1,Nové Zámky,150000.0
3.0,72.0,1,0,1,0,Košice,187000.0
3.0,78.0,1,1,1,0,Prešov,228000.0
3.0,72.0,1,0,1,0,Prešov,162000.0
3.0,70.0,1,0,1,0,Banská Bystrica,204000.0
2.0,92.0,1,0,1,0,Bratislava,210000.0
2.0,20.0,0,0,1,0,Senec,171000.0
1.0,76.0,0,0,1,1,Liptovský Mikuláš,530000.0
4.0,55.0,0,0,1,1,Liptovský Mikuláš,285000.0
2.0,55.0,0,1,1,0,Poprad,320000.0
2.0,53.0,0,1,1,0,Liptovský Mikuláš,340000.0
2.0,52.0,0,1,1,0,Liptovský Mikuláš,297000.0
2.0,56.0,0,0,0,1,Liptovský Mikuláš,115000.0
2.0,80.0,0,0,1,1,Liptovský Mikuláš,135000.0
1.0,50.0,0,0,0,0,Liptovský Mikuláš,345000.0
3.0,15.0,1,1,1,1,Liptovský Mikuláš,350000.0
3.0,69.0,0,1,1,0,Liptovský Mikuláš,480000.0
2.0,58.0,1,0,1,1,Michalovce,145000.0
3.0,91.0,1,0,1,0,Dunajská Streda,132000.0
3.0,17.0,0,0,1,0,Banská Bystrica,159000.0
5.0,36.0,1,0,0,0,Košice,190000.0
3.0,85.0,0,0,1,0,Martin,139900.0
5.0,128.0,1,1,1,1,Košice,399000.0
3.0,77.0,0,0,1,0,Bratislava,171000.0
1.0,38.0,0,0,1,0,Trenčín,119000.0
2.0,46.0,0,0,0,1,Košice,159900.0
2.0,67.0,1,0,1,1,Detva,76990.0
3.0,67.0,1,0,1,0,Košice,182500.0
3.0,70.0,1,0,1,0,Nové Mesto n.Váhom,129900.0
3.0,75.0,0,0,1,0,Prešov,145000.0
2.0,63.0,1,0,1,1,Púchov,124900.0
3.0,69.0,1,0,1,0,Košice,194990.0
5.0,54.0,1,0,1,0,Púchov,145000.0
3.0,114.0,1,1,1,1,Bratislava,399000.0
2.0,58.0,1,0,0,1,Svidník,92000.0
3.0,67.0,0,0,1,1,Prešov,143900.0
1.0,29.0,1,0,0,0,Dunajská Streda,89900.0
3.0,80.0,1,0,0,0,Brezno,115000.0
3.0,103.0,0,0,1,1,Piešťany,219990.0
3.0,75.0,1,0,1,1,Bratislava,387999.0
2.0,90.0,0,0,0,0,Veľký Krtíš,53000.0
5.0,103.0,1,0,0,0,Žilina,189500.0
1.0,38.0,1,0,0,0,Skalica,75000.0
3.0,78.0,1,0,1,0,Bratislava,269900.0
3.0,64.0,1,0,0,0,Prievidza,108000.0
2.0,65.0,0,0,1,0,Turčianske Teplice,59900.0
3.0,83.0,1,0,1,1,Levice,105000.0
4.0,97.0,0,0,1,1,Dunajská Streda,188900.0
1.0,34.0,1,0,0,1,Piešťany,81500.0
5.0,12.0,1,0,1,1,Galanta,169000.0
5.0,56.0,0,1,0,0,Prievidza,73900.0
3.0,22.0,1,0,1,0,Bratislava,249900.0
3.0,72.0,1,0,0,0,Partizánske,82990.0
2.0,55.0,0,0,1,1,Bratislava,237500.0
3.0,21.0,1,1,1,0,Bratislava,265000.0
3.0,71.0,1,1,1,0,Trenčín,140000.0
1.0,73.0,1,0,1,1,Hlohovec,85000.0
2.0,53.0,1,0,1,0,Prievidza,59000.0
1.0,40.0,1,0,0,0,Prešov,119990.0
5.0,126.0,0,0,1,0,Banská Bystrica,385000.0
2.0,53.0,1,0,1,0,Košice,179900.0
2.0,58.0,1,0,1,0,Trnava,158000.0
2.0,75.0,1,0,1,1,Komárno,130000.0
3.0,52.0,0,0,1,1,Komárno,85000.0
3.0,75.0,1,0,0,0,Prievidza,114900.0
1.0,35.0,0,0,0,0,Nové Mesto n.Váhom,146355.0
3.0,68.0,1,0,0,0,Bratislava,235000.0
3.0,72.0,1,0,1,0,Bratislava,283000.0
4.0,80.0,0,0,1,0,Košice-okolie,129000.0
2.0,78.0,1,0,1,1,Trnava,125900.0
4.0,11.0,1,0,1,0,Čadca,165000.0
4.0,86.0,1,0,1,1,Bratislava,520000.0
2.0,40.0,0,1,1,0,Košice,225811.0
3.0,67.0,1,1,1,0,Nitra,179900.0
2.0,40.0,0,1,1,0,Košice,226566.0
3.0,73.0,1,0,1,1,Bratislava,219900.0
1.0,60.0,1,1,0,0,Nitra,110000.0
2.0,59.0,0,0,0,0,Banská Bystrica,145000.0
2.0,40.0,0,1,1,0,Košice,228076.0
4.0,107.0,0,0,1,1,Žiar nad Hronom,199000.0
1.0,36.0,0,1,1,0,Bratislava,129900.0
2.0,57.0,1,0,0,0,Prievidza,84000.0
3.0,73.0,1,0,1,0,Komárno,145000.0
3.0,65.0,0,0,1,1,Košice,183900.0
3.0,85.0,1,0,1,1,Banská Bystrica,195800.0
